Show Number, Air Date, Round, Category, Value, Question, Answer,,,
6161,5/30/2011,Double Jeopardy!,PASS THE VEGGIES,"$1,200 ","For carb cutters, ""Joy of Cooking"" has a recipe for this vegetable, mashed as a substitute for potatoes",cauliflower,,,
6161,5/30/2011,Double Jeopardy!,"CATCHING A FEW ""Z""s","$1,200 ","Atomic number 30, it's often used in sunscreen",zinc,,,
6161,5/30/2011,Double Jeopardy!,PENNSYLVANIA DREAMIN',"$1,200 ","Well, we're living here in this ""town"" that lies on the Lehigh River across from Bethlehem",Allentown,,,
6161,5/30/2011,Double Jeopardy!,ON SUCH A WINTER'S DAY,"$1,200 ","He & Alfred Vail demonstrated their telegraph publicly for the first time on Jan. 6, 1838 in Morristown",(Samuel) Morse,,,
6161,5/30/2011,Double Jeopardy!,LINGUISTICS1,"$1,600 ",Study of the Indo-European family began in 1786 with a scholar noting this ancient tongue's affinity with Greek & Latin,Sanskrit,,,
6161,5/30/2011,Double Jeopardy!,BEST SUPPORTING ACTRESS OSCAR WINNERS,"$1,600 ","She won for ""Tootsie"" , a few years after not even being nominated for ""King Kong""",Jessica Lange,,,
6161,5/30/2011,Double Jeopardy!,PASS THE VEGGIES,"$1,600 ","Argenteuil, France is famous for its white type of this, which is grown underground",asparagus,,,
6161,5/30/2011,Double Jeopardy!,"CATCHING A FEW ""Z""s","$1,600 ","This term meaning ""just don't"" is applied to policies like those in California schools for students carrying guns",zero-tolerance,,,
6161,5/30/2011,Double Jeopardy!,PENNSYLVANIA DREAMIN',"$1,600 ",In 1850 this city that loves Feb. 2 became a borough; in 1850 this city that loves Feb. 2 became a borough; in 1850...,Punxsutawney,,,
6161,5/30/2011,Double Jeopardy!,ON SUCH A WINTER'S DAY,"$3,000 ","On Jan. 14, 2011 President Ben Ali fled this African country as his people protested his 23-year rule",Tunisia,,,
6161,5/30/2011,Double Jeopardy!,LINGUISTICS1,"$2,000 ","Forming statements not about here & now is called this, like the amount of water moved by a floating body",displacement,,,
6161,5/30/2011,Double Jeopardy!,BEST SUPPORTING ACTRESS OSCAR WINNERS,"$2,000 ","She took home an Oscar for ""From Here to Eternity"" & later starred in one of TV's most wholesome sitcoms",Donna Reed,,,
6161,5/30/2011,Double Jeopardy!,PASS THE VEGGIES,"$2,000 ","Pablo Neruda said this thistlelike plant had a ""tender heart"" & a ""small helmet under its scales""",an artichoke,,,
6161,5/30/2011,Double Jeopardy!,"CATCHING A FEW ""Z""s","$2,000 ",The matura diamond is a colorless variety of this 6-letter mineral,zircon,,,
6161,5/30/2011,Double Jeopardy!,PENNSYLVANIA DREAMIN',"$2,000 ",This city with a hyphenated name was named for 2 British politicians who defended the American colonies in parliament,Wilkes-Barre,,,
6161,5/30/2011,Double Jeopardy!,ON SUCH A WINTER'S DAY,"$2,000 ","In his Feb. 18, 1861 inaugural address, he spoke of ""the absence of wrong on our part""",Jefferson Davis,,,
6161,5/30/2011,Final Jeopardy!,SCIENCE TERMS,None,This term for the lowest level of the ocean that the sun's rays can reach shares its name with a classic 1960s TV show,the twilight zone,,,
6192,7/12/2011,Jeopardy!,WORLD HISTORY,$200 ,This ancient city grew powerful in part because the Tiber provides a convenient route to the sea 15 miles away,Rome,,,
6192,7/12/2011,Jeopardy!,MY FAVORITE THINGS,$200 ,"""Rain drops on roses and whiskers on"" these young animals",kittens,,,
6192,7/12/2011,Jeopardy!,NATIONAL FOREST STATES,$200 ,Hoosier National Forest,Indiana,,,
6192,7/12/2011,Jeopardy!,HUNTER S. THOMPSON,$200 ,"Based on hundreds of interviews he'd conducted, Thompson's first successful book was about this motor cycle gang",the Hell's Angels,,,
6192,7/12/2011,Jeopardy!,FEAR,$200 ,Acrophobia,fear of high places,,,
6192,7/12/2011,Jeopardy!,"& ""LOW"" THING",$200 ,This adjective for letters not capitalized comes from the printing practice of storing them in a tray beneath the others,lower case,,,
6192,7/12/2011,Jeopardy!,WORLD HISTORY,$400 ,"In 1871 the Treaty of Frankfurt ended the war between France & this German state, led by Bismarck",Prussia,,,
6192,7/12/2011,Jeopardy!,MY FAVORITE THINGS,$400 ,"""Bright copper kettles and warm woolen"" these",mittens,,,
6192,7/12/2011,Jeopardy!,NATIONAL FOREST STATES,$400 ,Tuskegee National Forest,Alabama,,,
6192,7/12/2011,Jeopardy!,HUNTER S. THOMPSON,$400 ,"Thompson's best known work, ""Fear & Loathing in Las Vegas"" grew out of an assignment in this athletic magazine in 1971",Sports Illustrated,,,
6192,7/12/2011,Jeopardy!,FEAR,$400 ,Hemophobia,blood,,,
6192,7/12/2011,Jeopardy!,"& ""LOW"" THING",$400 ,A wooden frame for executing prisoners,gallows,,,
6192,7/12/2011,Jeopardy!,WORLD HISTORY,$600 ,This Cairo square was the heart of the 18 days of protest that toppled Egyptian leader Hosni Mubarak in 2011,Tarir Square,,,
6192,7/12/2011,Jeopardy!,MY FAVORITE THINGS,$600 ,"These items ""that stay on my nose and eyelashes""",snowflakes,,,
6192,7/12/2011,Jeopardy!,NATIONAL FOREST STATES,$600 ,Pike National Forest,Colorado,,,
6192,7/12/2011,Jeopardy!,HUNTER S. THOMPSON,$600 ,"In 1972's ""Fear and Loathing on the Campaign Trail"", Thompson chronicled the campaigns of these 2 opponents",Nixon & McGovern,,,
6192,7/12/2011,Jeopardy!,FEAR,$600 ,Ichthyophobia,fish,,,
6192,7/12/2011,Jeopardy!,"& ""LOW"" THING",$600 ,"""Colorful"" favorite around the sushi bar that's also known as buri",yellowtail,,,
6192,7/12/2011,Jeopardy!,WORLD HISTORY,$800 ,Zinoviev & Pyatakov were 2 victims of the 1930s proceedings called these trials due to their being public,show trials,,,
6192,7/12/2011,Jeopardy!,MY FAVORITE THINGS,$800 ,"""Girls in white"" these ""with blue satin sashes""",dresses,,,
6192,7/12/2011,Jeopardy!,NATIONAL FOREST STATES,$800 ,Prescott National Forest,Arizona,,,
6192,7/12/2011,Jeopardy!,HUNTER S. THOMPSON,$800 ,Thompson created this highly personal style of journalism that shares its name with a muppet,gonzo,,,
6192,7/12/2011,Jeopardy!,FEAR,$800 ,Theophobia,religion,,,
6192,7/12/2011,Jeopardy!,"& ""LOW"" THING",$800 ,It's a visual representation that diagrams a sequence of operations,a flowchart,,,
6192,7/12/2011,Jeopardy!,WORLD HISTORY,"$1,000 ",In 1819 Sir Stamford Raffles of this company established a post at Singapore Harbor for Britain,the British East India Company,,,
6192,7/12/2011,Jeopardy!,MY FAVORITE THINGS,"$1,000 ","""Crisp"" these desserts ""Doorbells and sleigh bells and schnitzel with noodles""",apple strudels,,,
6192,7/12/2011,Jeopardy!,NATIONAL FOREST STATES,"$1,000 ",Olympic National Forest,Washington,,,
6192,7/12/2011,Jeopardy!,HUNTER S. THOMPSON,"$1,000 ","Though he rarely contributed after the '70s, Thompson was listed as an editor at this magazine until his death in 2005",Rolling Stone,,,
6192,7/12/2011,Jeopardy!,FEAR,$500 ,Ergophobia,work,,,
6192,7/12/2011,Jeopardy!,"& ""LOW"" THING","$1,000 ",A variety of gorilla that can be eastern or western,lowland gorillas,,,
6192,7/12/2011,Double Jeopardy!,PHILOSOPHY,$400 ,"Heidegger said the most basic question in philosophy is ""why is there something rather than"" this",nothing,,,
6192,7/12/2011,Double Jeopardy!,WHO PLAYED 'EM?,$400 ,2009: Sherlock Holmes to Jude Law's Dr. Watson,"Robert Downey, Jr.",,,
6192,7/12/2011,Double Jeopardy!,SWEET SPOTS,$400 ,Enjoy a Fancy Fruit Shake or Crunchy Nut Shake at California Shakes on board this attraction at Long Beach,the Queen Mary,,,
6192,7/12/2011,Double Jeopardy!,THE TRAVELS OF MARCO POLO,$400 ,"Polo wrote, this Asian desert ""is reported to be so long that it would take a year to go from end to end""",the Gobi,,,
6192,7/12/2011,Double Jeopardy!,ANIMAL PADS,$400 ,"An aerie is for these, perhaps the harpy or bald type",eagle,,,
6192,7/12/2011,Double Jeopardy!,SMALL WORDS,$400 ,"French for ""small"", this word can refer to a garment size or to the gal who wears one",petite,,,
6192,7/12/2011,Double Jeopardy!,PHILOSOPHY,$800 ,"The hypothesis that the external world is a delusion is called this organ ""in a Vat""",a brain,,,
6192,7/12/2011,Double Jeopardy!,WHO PLAYED 'EM?,$800 ,2010: The Mad Hatter,Johnny Depp,,,
6192,7/12/2011,Double Jeopardy!,SWEET SPOTS,$800 ,"Aunt Sally's in the French Quarter produces ""New Orleans most famous"" of these pecan confections",pralines,,,
6192,7/12/2011,Double Jeopardy!,THE TRAVELS OF MARCO POLO,"$2,000 ","After the Polos crossed the Pamir Mountains, they followed this ancient trade route that led them into China",the Silk Road,,,
6192,7/12/2011,Double Jeopardy!,ANIMAL PADS,$800 ,Coney-garths & pillow mounds hold these,rabbits,,,
6192,7/12/2011,Double Jeopardy!,SMALL WORDS,$800 ,This 3-letter word can refer to something really small or the early hours of the morning,wee,,,
6192,7/12/2011,Double Jeopardy!,PHILOSOPHY,"$1,200 ",In 1901 Jacques Maritain vowed to do this if he didn't find the meaning of life within a year; he lived until 1973,kill himself,,,
6192,7/12/2011,Double Jeopardy!,WHO PLAYED 'EM?,"$1,200 ","2000: Chuck Noland, who is ""Cast Away""",Tom Hanks,,,
6192,7/12/2011,Double Jeopardy!,SWEET SPOTS,"$1,200 ","Kermit's in Key West is your one-stop shoppe for this flavor ice cream, cookies, jelly beans & pie on a stick",Key lime,,,
6192,7/12/2011,Double Jeopardy!,THE TRAVELS OF MARCO POLO,"$1,200 ","(<a href=""http://www.j-archive.com/media/2011-07-12_DJ_23.jpg"" target=""_blank"">Kelly of the Clue Crew shows a map on the monitor.</a>)  In 1271, the Polos left Venice for China; when they couldn't find seaworthy ships in <a href=""http://www.j-archive.com/media/2011-07-12_DJ_23a.jpg"" target=""_blank"">this</a> town, that shared its name with a nearby strait, they continued their journey by land",Hormuz,,,
6192,7/12/2011,Double Jeopardy!,ANIMAL PADS,"$1,200 ",In a vespiary you'll find these insects,a wasp,,,
6192,7/12/2011,Double Jeopardy!,SMALL WORDS,"$1,200 ",This word that's used to describe the weight class of a boxer first meant a small chicken,bantam,,,
6192,7/12/2011,Double Jeopardy!,PHILOSOPHY,"$1,600 ","The classic ""Problem of the Many"" is this in the sky: which droplets are part of it, & where does it start & end?",a cloud,,,
6192,7/12/2011,Double Jeopardy!,WHO PLAYED 'EM?,"$1,600 ",2010: Maid Marian to Russell Crowe's Robin Hood,Cate Blanchett,,,
6192,7/12/2011,Double Jeopardy!,SWEET SPOTS,"$1,600 ","Two Fat Cats Bakery in Maine is famous for makin' these regional ""pies"", a creamy filling between 2 cake-like cookies",whoopee pies,,,
6192,7/12/2011,Double Jeopardy!,THE TRAVELS OF MARCO POLO,"$1,600 ",On Sumatra Polo saw this animal he described as a unicorn having feet like an elephant & nearly as large,rhinoceros,,,
6192,7/12/2011,Double Jeopardy!,ANIMAL PADS,"$1,600 ",A drey is home to these long-tailed rodents,squirrels,,,
6192,7/12/2011,Double Jeopardy!,SMALL WORDS,"$1,200 ","Derived from a 1726 novel, this adjective can describe someone very small or petty in outlook",lilliputian,,,
6192,7/12/2011,Double Jeopardy!,PHILOSOPHY,"$2,000 ","In philosophy it has a middle ""A"" instead of ""I"" & doesn't mean ""about to happen"" but ""within one's mind""",immanent,,,
6192,7/12/2011,Double Jeopardy!,WHO PLAYED 'EM?,"$2,000 ",2009: The young Queen Victoria,Emily Blunt,,,
6192,7/12/2011,Double Jeopardy!,SWEET SPOTS,"$2,000 ","Banana & teaberry are among more than 30 flavors of this old-fashioned sweet sold at Shriver's in Ocean City, New Jersey",salt water taffy,,,
6192,7/12/2011,Double Jeopardy!,THE TRAVELS OF MARCO POLO,"$2,000 ","(<a href=""http://www.j-archive.com/media/2011-07-12_DJ_25.jpg"" target=""_blank"">Jimmy of the Clue Crew shows a map on the monitor.</a>)  Marco Polo was asked by Kublai Khan to make diplomatic trips to the far reaches of Khan's empire, perhaps making it as far as what is now <a href=""http://www.j-archive.com/media/2011-07-12_DJ_25a.jpg"" target=""_blank"">this</a> country",Myanmar,,,
6192,7/12/2011,Double Jeopardy!,ANIMAL PADS,"$2,000 ",These animals come home to a byre,cows,,,
6192,7/12/2011,Double Jeopardy!,SMALL WORDS,"$2,000 ","The ""let"" at the end of ""booklet"" is this type of suffix that indicates a smaller form",diminutive,,,
6192,7/12/2011,Final Jeopardy!,COMIC BOOK HISTORY,None,"On the cover of the 1941 first issue of this comic book, the title hero punches Hitler in the jaw",Captain America,,,
6070,1/21/2011,Jeopardy!,PRESIDENT TYLER,$200 ,John Tyler was one of the 4 presidents from this bygone political party,the Whig Party,,,
6070,1/21/2011,Jeopardy!,SCI-FI TV,$200 ,"Steve Austin, this expensive title character, had 1 bionic arm & 1 bionic eye",the Six Million Dollar Man,,,
6070,1/21/2011,Jeopardy!,WE OWN YOU,$200 ,Barbie dolls & Matchbox cars,Mattel,,,
6070,1/21/2011,Jeopardy!,PLUTO: NEVER FORGET!,$200 ,"To the dismay of its fans everywhere, in 2006 Pluto was reclassified as this type of planet",a dwarf planet,,,
6070,1/21/2011,Jeopardy!,ALL THINGS CONSIDERED,$200 ,"3 years after buying the NBA's Bucks, Herbert Kohl became a U.S. senator from this state",Wisconsin,,,
6070,1/21/2011,Jeopardy!,THIS IS N-P-R,$200 ,"In 2010 Newark's Star-Ledger, one of these, was expected to lose $10 million",a newspaper,,,
6070,1/21/2011,Jeopardy!,PRESIDENT TYLER,$400 ,In 1844 a treaty signed by Tyler's envoy in Wanghia opened up trade with this Asian country,China,,,
6070,1/21/2011,Jeopardy!,SCI-FI TV,$400 ,Picard was put to the test by Q in this show's finale; we also learned Jean-Luc wed & divorced Dr. Crusher,Star Trek: The Next Generation,,,
6070,1/21/2011,Jeopardy!,WE OWN YOU,$400 ,"Gatorade, Mountain Dew & Ruffles",Pepsi,,,
6070,1/21/2011,Jeopardy!,PLUTO: NEVER FORGET!,$400 ,So Pluto has a radius less than half that of this now-smallest planet--so what?  Size doesn't matter!,Mercury,,,
6070,1/21/2011,Jeopardy!,ALL THINGS CONSIDERED,$400 ,It's 4 cubed minus 4 squared,48,,,
6070,1/21/2011,Jeopardy!,THIS IS N-P-R,$400 ,It means not supporting or controlled by a political party,non-partisan,,,
6070,1/21/2011,Jeopardy!,PRESIDENT TYLER,$600 ,"Like Patrick Henry before him, Tyler was governor of this state",Virginia,,,
6070,1/21/2011,Jeopardy!,SCI-FI TV,$600 ,"In 1974 Roddy McDowall starred in this show that brought the film series to TV--I love you, Dr. Zaius!",The Planet of the Apes,,,
6070,1/21/2011,Jeopardy!,WE OWN YOU,$600 ,Tylenol & Band-Aids,Johnson & Johnson,,,
6070,1/21/2011,Jeopardy!,PLUTO: NEVER FORGET!,"$1,000 ","Pluto is in a stable 3:2 resonance with this planet, completing 2 orbits of the sun in the time the other completes 3",Neptune,,,
6070,1/21/2011,Jeopardy!,ALL THINGS CONSIDERED,$600 ,In 2003 a Norwegian ate 187 of these in 3 minutes; I prefer mine on the half shell at a less frenzied speed,oysters,,,
6070,1/21/2011,Jeopardy!,THIS IS N-P-R,$600 ,"This item trims the area above your lunulas (the white, crescent-shaped spots)",nail-clippers,,,
6070,1/21/2011,Jeopardy!,PRESIDENT TYLER,$800 ,"At the instigation of Rep. John Minor Botts, Tyler was the first pres. to have this type of resolution aimed at him",impeachment,,,
6070,1/21/2011,Jeopardy!,SCI-FI TV,$800 ,"A deep space probe (launched in 1987!) ended up getting this guy frozen in suspended animation until ""the 25th century""",Buck Rogers,,,
6070,1/21/2011,Jeopardy!,WE OWN YOU,$800 ,Jennie-O turkey & Spam,Hormel,,,
6070,1/21/2011,Jeopardy!,PLUTO: NEVER FORGET!,$800 ,Styx & stones will never persuade this loyal largest moon to abandon Pluto,Charon,,,
6070,1/21/2011,Jeopardy!,ALL THINGS CONSIDERED,$800 ,One birthstone of the last month of the year is this 6-letter gem that starts with the last letter of the alphabet,zircon,,,
6070,1/21/2011,Jeopardy!,THIS IS N-P-R,$800 ,10-letter word meaning impervious to sound,noiseproof,,,
6070,1/21/2011,Jeopardy!,PRESIDENT TYLER,"$1,000 ","With 1842's Webster-Ashburton treaty, Tyler set the boundary between New Brunswick & this state",Maine,,,
6070,1/21/2011,Jeopardy!,SCI-FI TV,"$1,000 ",I've found it!  This show about a town populated by geniuses & patrolled by sheriff Jack Carter,Eureka,,,
6070,1/21/2011,Jeopardy!,WE OWN YOU,"$1,000 ",Scott tissue & Viva paper towels,Kimberly-Clark,,,
6070,1/21/2011,Jeopardy!,PLUTO: NEVER FORGET!,"$1,000 ","(<a href=""http://www.j-archive.com/media/2011-01-21_J_27.wmv"">Sarah of the Clue Crew illustrates the clue on the monitor.</a>)  Pluto's symbol combines the letters ""P"" & ""L"", representing both the first two letters of the name ""Pluto"" & the initials of <a href=""http://www.j-archive.com/media/2011-01-21_J_27.jpg"" target=""_blank"">this</a> observatory founder, who predicted Pluto's existence",Percival Lowell,,,
6070,1/21/2011,Jeopardy!,ALL THINGS CONSIDERED,"$1,000 ",In late 1999 controversy erupted over custody of this 6-year-old Cuban shipwreck survivor,Elián González,,,
6070,1/21/2011,Jeopardy!,THIS IS N-P-R,"$1,000 ",It's the filtering & excretory unit of the kidney,nephron,,,
6070,1/21/2011,Double Jeopardy!,CLASSICAL MUSIC,$400 ,"Part III of this 1742 oratorio begins with the aria ""I Know That My Redeemer Liveth""",Messiah,,,
6070,1/21/2011,Double Jeopardy!,I'M SO THEATRICAL,$400 ,Clay Aiken came to Broadway as the musical theater-loving knight Sir Robin in this play,Spamalot,,,
6070,1/21/2011,Double Jeopardy!,LOUISIANA LORE,$400 ,This U.S. president doubled the size fo the country when he completed the Louisiana Purchase,Jefferson,,,
6070,1/21/2011,Double Jeopardy!,ALSO ON THE MONOPOLY BOARD,$400 ,The President lives on it,Pennsylvania,,,
6070,1/21/2011,Double Jeopardy!,WORLD LITERATURE,$400 ,"Richard Llewellyn set his novel about a mining family, ""How Green Was My Valley"", in this country of his birth",Wales,,,
6070,1/21/2011,Double Jeopardy!,CLASSICAL MUSIC,$800 ,Zoltan Kodaly wrote some of the finer works for solo this bass member of the violin family,the cello,,,
6070,1/21/2011,Double Jeopardy!,I'M SO THEATRICAL,$800 ,"(<a href=""http://www.j-archive.com/media/2011-01-21_DJ_17.jpg"" target=""_blank"">Hi.  I'm Neil Patrick Harris.</a>)  In 2010 I made my debut as a musical theater director with the Hollywood Bowl production of this Jonathan Larson show; I've played Mark in the musical before",Rent,,,
6070,1/21/2011,Double Jeopardy!,ALSO ON THE MONOPOLY BOARD,$800 ,Morgan Freeman's first regular TV gig,The Electric Company,,,
6070,1/21/2011,Double Jeopardy!,WORLD LITERATURE,$800 ,"Nikos Kazantzakis wrote ""The Greek Passion"" & the tale of him, ""The Greek""",Zorba,,,
6070,1/21/2011,Double Jeopardy!,CLASSICAL MUSIC,"$1,200 ",This 1867 Edvard Grieg work was first published as a piano duet but later divided into 2 suites,Peer Gynt,,,
6070,1/21/2011,Double Jeopardy!,I'M SO THEATRICAL,"$1,200 ","In 2010 Broadway's latest movie adaptation had Patti LuPone as one of the ""Women on the Verge of"" this",a Nervous Breakdown,,,
